SKU;Name;Parent SKU;Min - Max;Type;Default price;Extra price;Accounting group;Menu/Screen;Button name;Button color;Barcode;Cost price;Package content (stock management);Package unit (stock management);Weight;Tare (grams, selling by weight);Sharing status;Docket name;Course;Statistics group;Production instruction
246;Guacamole;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Guacamole;BLUE;;0.2502;30.00000;MASS;;;LOCAL;;;default/;
247;salsa;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;salsa;BLUE;;;20.00000;MASS;;;LOCAL;;;default/;
248;Sour Cream;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Sour Cream;BLUE;;0.1089;30.00000;MASS;;;LOCAL;;;default/;
249;Mushrooms;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Mushrooms;WHITE;;;;;;;LOCAL;;;default/;
250;Jalapeno;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Jalapeno;DARK_RED;;0.4414;70.00000;MASS;;;LOCAL;;;default/;
251;Dried Tomaotes;;;sub-item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Dried Tomaotes;DARK_RED;;0.4225;;;;;LOCAL;;;default/;
252;Mozzarella Cheese;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Mozzarella Cheese;YELLOW;;0.8020;;;;;LOCAL;;;default/;
253;Pepperoni;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Pepperoni;ORANGE;;0.4236;;;;;LOCAL;;;default/;
254;Capers;;;item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Capers;GREEN;;;;;;;LOCAL;;;default/;
255;Oat Milk1;;;item;0.0;;Coffee;;Hafer Milch;BLUE;;0.5880;;;;;LOCAL;;;default/;
256;Plantation Dark 2cl;;;item;3.0;;Rum;Menu/Shots,Order Anywhere/Shots;Plantation Dark 2cl;BLUE;;0.4491;;;;;LOCAL;;;default/;
257;Plantation Dark 4cl;;;item;5.5;;Rum;Menu/Shots,Order Anywhere/Shots;Plantation Dark 4cl;BLUE;;0.8983;;;;;LOCAL;;;default/;
258;Plantation 3 Stars 2cl;;;item;3.0;;Rum;Menu/Shots,Order Anywhere/Shots;Plantation 3 Stars 2cl;BLUE;;0.4443;;;;;LOCAL;;;default/;
261;Plantation 3 Stars 4cl;;;item;5.5;;Rum;Menu/Shots,Order Anywhere/Shots;Plantation 3 Stars 4cl;BLUE;;0.8886;;;;;LOCAL;;;;
262;Glühwein 0,2l;;;item;4.5;;Wein;Menu/Wein,Order Anywhere/Wein;Glühwein 0,2l;BLUE;;0.3592;;;;;LOCAL;;;default/;
264;Mimosa;;;item;5.0;;Wein;Menu/Wein,Order Anywhere/Wein;Mimosa;BLUE;;0.3325;;;;;LOCAL;;;default/;
265;Cremant de Loire 0,75 Bottle;;;item;35.0;;Wein;Menu/Wein,Order Anywhere/Wein;Raphael Midoir Cremant Weiss 0,75 Bottle;BLUE;;9.6400;1.00000;VOLUME;;;LOCAL;;;default/;
266;Rose Wein 0,2l;;;item;6.0;;Wein;Menu/Wein,Order Anywhere/Wein;Rose Wein;PINK;;1.4457;;;;;LOCAL;;;default/;
267;Rotwein RIOJA 0,2l;;;item;6.0;;Wein;Menu/Wein,Order Anywhere/Wein;Rotwein RIOJA 0,2l;DARK_RED;;1.4853;;;;;LOCAL;;;default/;
268;Rotwein Cote du Rhone 0,2l;;;item;6.0;;Wein;Menu/Wein,Order Anywhere/Wein;Rotwein Cote du Rhone;DARK_RED;;1.2840;;;;;LOCAL;;;default/;
269;Weisswein Grauburgunder 0,2l;;;item;6.0;;Wein;Menu/Wein,Order Anywhere/Wein;Weisswein Grauburgunder 0,2;WHITE;;1.0760;0.20000;VOLUME;;;LOCAL;;;default/;
270;Weisswein-Schorle;;;item;6.0;;Wein;Menu/Wein,Order Anywhere/Wein;Weisswein-Schorle;WHITE;;0.5966;;;;;LOCAL;;;default/;
275;Cherry Tomatoes;;;sub-item;1.0;;Food;Menu/Food/Extras,Order Anywhere/Food/Extras;Cherry Tomatoes;DARK_RED;;0.5768;;;;;LOCAL;;;;
276;Extra Cheese;;;sub-item;1.0;;Food;;Extra Cheese;BLUE;;0.4010;;;;;LOCAL;;;;
295;Estrella Damm 0,33l Bottle;;;item;4.5;;Alkohol;Menu/Bottle Beers \\/ Cans,Order Anywhere/Bottle Beers \\/ Cans;Estrella Damm 0,33l Bottle;DARK_RED;8410793230133;0.8100;0.33000;VOLUME;;;LOCAL;;;;
302;OBC Strong - 0,33l;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;OBC Strong - 0,33l;BLACK;;1.1000;0.33000;VOLUME;;;LOCAL;;;default/;
303;Pringles Red;;;item;2.5;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Pringles Red;BLUE;;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
304;Pringles Black;;;item;2.5;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Pringles Black;BLUE;;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
305;Pringles Green;;;item;2.5;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Pringles Green;BLUE;;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
306;Pringles Orange;;;item;2.5;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Pringles Orange;BLUE;;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
307;Ultje Nuts Salty;;;item;2.0;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Ultje Nuts Salty;BLUE;;0.6500;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
308;Ultje Nuts picant;;;item;2.0;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Ultje Nuts picant;BLUE;;0.6500;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
309;Blueberry Muffin;;;item;3.0;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Blueberry Muffin;BLUE;;1.2600;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
310;Chocho Muffin;;;item;3.0;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Chocho Muffin;BROWN;;1.2600;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
311;Pool Table;;;item;;;Divers;Menu/Others,Order Anywhere/Others;Pool Table;BLUE;;0.0000;;;;;LOCAL;;;;
312;Castle shopping bag;;;item;10.0;;accessories;Menu/Others,Order Anywhere/Others;Castle shopping bag;BLUE;;3.3000;;;;;LOCAL;;;;
315;No Tonic;;;item;0.0;;Divers;;No Tonic;BLUE;;0.0000;;;;;LOCAL;;;;
316;Baby guinness;;;item;3.0;;SHOTS;Menu/Shots,Order Anywhere/Shots;Baby guinness;BLUE;;0.4245;;;;;LOCAL;;;;
318;Tap 3 0,3L Quellmalz - Spez. Pils;;;item;3.5;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L,Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 3 0,3L Quellmalz - Spez. Pils;BLUE;;0.7500;;;;;LOCAL;;;default/;
319;Tap 3 0,5L Quellmalz - Spez. Pils;;;item;5.0;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L,Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 3 0,5L Quellmalz - Spez. Pils;BLUE;;1.0900;;;;;LOCAL;;;default/;
324;T-shirt;;;item;15.0;;Divers;Menu/Others,Order Anywhere/Others;T-shirt;BLUE;;;;;;;LOCAL;;;;
326;Campari Spritz;;;item;9.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Campari Spritz;LIGHT_RED;;1.1554;;;;;LOCAL;Campari Spritz;;default/;
329;Schöfferhofer Hefe Bottle 0,5L;;;item;4.5;;Alkohol;Menu/Bottle Beers \\/ Cans,Order Anywhere/Bottle Beers \\/ Cans;Schöfferhofer Hefe Bottle 0,5L;ORANGE;4053400001159;0.9100;0.50000;VOLUME;;;LOCAL;Schöfferhofer Hefe Bottle 0,5L;;default/;
330;Castle glass 0.3;;;item;7.0;;Divers;Menu/Others,Order Anywhere/Others;Castle glass 0.3;BLUE;;3.5000;;;;;LOCAL;;;default/;
331;Castle glass 0.5;;;item;11.0;;Divers;Menu/Others,Order Anywhere/Others;Castle glass 0.5;BLUE;;2.5000;;;;;LOCAL;;;default/;
336;Moccha;;;item;4.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Moccha;BLUE;;;;;;;LOCAL;;;;
339;Jack Daniel's - Rye 4 cl;;;item;4.5;;Whiskey;Menu/Whiskey,Order Anywhere/Whiskey;Jack Daniel's - Rye 0,4cl;BLUE;;1.4500;2.00000;VOLUME;;;LOCAL;;;;
340;Jack Daniel's - Rye 2 cl;;;item;2.5;;Whiskey;Menu/Whiskey,Order Anywhere/Whiskey;Jack Daniel's - Rye 2 cl;BLUE;;0.7300;;;;;LOCAL;Jack Daniel's - Rye 2 cl;;;
344;Tap 14 0,3l Straßenbräu - Techno Therapy;;;item;7.0;;Tap Craft Beer 0,3L;;Tap 14 0,3l Straßenbräu - Techno Therapy;BLUE;;1.2495;;;;;LOCAL;Tap 12 0,3l Hopscor - Neipa 200824;;default/;
345;Tap 14 0,5l Straßenbräu - Techno Party 230125;;;item;8.5;;Tap Craft Beer 0,5L;;Tap 14 0,5l Straßenbräu - Techno Therapy;BLUE;;2.0825;;;;;LOCAL;Tap 12 0,5l Hopscor - Neipa 200824;;default/;
346;pizza dough;;;item;5.56;;Food;;pizza dough;BLUE;;0.5886;1.00000;DIMENSION_LESS;;;LOCAL;;;default/;
347;FP Mozzarella gerieben 40% - 1kg;;;item;0.0;;Food;;recipe-Mozarella - 2KG;BLUE;;8.0200;1.00000;MASS;;;LOCAL;;;default/;
348;Pizza Sauce - Citadel Portugal - 4200g;;;item;0.0;;Food;;tomato sauce - 4.1Kg;BLUE;;9.4100;4.20000;MASS;;;LOCAL;;;default/;
349;Recipe - Cherry Tomatos - 70 G;;;item;0.0;;Food;;Recipe - Cherry Tomatos - 70 G;BLUE;;0.3000;;;;;LOCAL;;;;
350;Sloe Gin Fizz;;;item;11.0;;Cocktails;Menu/Cocktails,Order Anywhere/Cocktails;Sloe Gin Fizz;BLUE;;1.5763;;;;;LOCAL;;;;
351;Weiss Wein - Grauburgunder 1l;;;item;27.0;;Wein;Menu/Wein,Order Anywhere/Wein;Weiss Wein - Grauburgunder 1l;BLUE;;5.3800;1.00000;VOLUME;;;LOCAL;;;;
352;Brandenburger Quell Classic - 0,7l Flasche;;;item;0.0;;Mixers;;Brandenburger Quell classic;BLUE;;0.4100;0.70000;VOLUME;;;LOCAL;;;;
354;Citadelle Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;citadelle Gin 0,7 Flasche;BLUE;;20.9000;0.70000;VOLUME;;;LOCAL;;;;
355;Larios Rose Gin - 0.7l Flasche;;;item;0.0;;Spirit Bottles;;Larios Rose Gin 0.7l - Flasche;BLUE;;12.1300;0.70000;VOLUME;;;LOCAL;;;;
356;Jack Daniels - 1l Flasche;;;item;0.0;;Whiskey Bottles;;Jack daniels 1l - Flasche;BLUE;;25.8900;1.00000;VOLUME;;;LOCAL;;;;
357;Bulleit Whiskey - 0.7l Flasche;;;item;0.0;;Whiskey Bottles;;Bulleit Whiskey;BLUE;;21.9700;0.70000;VOLUME;;;LOCAL;;;;
358;Jameson - 0.7l Flasche;;;item;0.0;;Whiskey Bottles;;Jameson 1l - Flasche;BLUE;;17.0800;0.70000;VOLUME;;;LOCAL;;;;
359;Jameson BLACK - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;;jameson BLACK 0.7l - Flasche;BLUE;;31.4400;0.70000;VOLUME;;;LOCAL;;;;
360;Berliner Luft 1l - Flasche;;;item;0.0;;Spirit Bottles;;Berliner Luft 1l - Flasche;BLUE;;10.0700;1.00000;VOLUME;;;LOCAL;;;;
361;Brlo Cider - Rose;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Brlo Cider - Rose;PINK;4260402631646;1.4500;0.33000;VOLUME;;;LOCAL;Brlo Cider - Rose;;default/;
363;Brlo Cider - Classic Apple;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Brlo Cider - Classic Apple;YELLOW;4260402631622;1.4500;0.33000;VOLUME;;;LOCAL;Brlo Cider - Classic Apple;;default/;
364;Brlo - HELLES 0,33L;;;item;4.5;;Alkohol;Menu/Bottle Beers \\/ Cans,Order Anywhere/Bottle Beers \\/ Cans;Brlo HELLES - 0,33l;WHITE;4260402630014;1.1600;0.33000;VOLUME;;;LOCAL;Brlo HELLES -  0,33l;;default/;
365;Plantation DARK Rum - 0.7l Flasche;;;item;0.0;;Spirit Bottles;;Plantation Rum 0.7l - Flasche;BLUE;;15.7200;0.70000;VOLUME;;;LOCAL;;;;
366;Plantation 3 star Rum - 0.7l Flasche;;;item;0.0;;Spirit Bottles;;Plantation 3 star Rum 0.7l - Flasche;BLUE;;15.5500;0.70000;VOLUME;;;LOCAL;Plantation 3 star Rum 0.7l - Flasche;;;
367;Thomas Henry - Spicy Ginger - 1l Flasche;;;item;0.0;;Mixers;;Fever Tree Ginger Beer;BLUE;;1.7600;1.00000;VOLUME;;;LOCAL;;;;
368;Magners Original - 0.568l;;;item;7.0;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Magners Original - 0.568l;YELLOW;5391516871389;2.1800;0.56800;VOLUME;;;LOCAL;Copy of Magners;;default/;
369;Magners Berry - 0.568l;;;item;7.0;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Magners Berry - 0.568l;DARK_RED;5391516874144;2.1800;0.56800;VOLUME;;;LOCAL;Magners Berry - 0.568l;;default/;
370;Magners Pear - 0.568l;;;item;7.0;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Magners Pear - 0.568l;GREEN;5391516871655;2.1800;0.56800;VOLUME;;;LOCAL;Magners Pair - 0.568l;;default/;
371;Rauch Orangensaft - 1l Flasche;;;item;0.0;;Mixers;;Dietz Orangensaft;BLUE;;3.3300;1.00000;VOLUME;;;LOCAL;;;;
372;Frizzante HM - Prosecco 0,75l;;;item;28.0;;Wein;Menu/Wein,Order Anywhere/Wein;Prosecco Bottle 0,75l;BLUE;;2.4900;0.75000;VOLUME;;;LOCAL;;;;
373;Aperol - 1l;;;item;0.0;;Spirit Bottles;;Aperol - 1l;BLUE;;16.1100;1.00000;VOLUME;;;LOCAL;;;;
374;Bulmers Original - 0,5l;;;item;7.0;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Bulmers Originial - 0,5l;BLUE;5411718910973;1.8700;0.50000;VOLUME;;;LOCAL;;;default/;
375;Bulmers Red Berries - 0,5l;;;item;7.0;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Bulmers Red Berries - 0,5l;DARK_RED;5411718910997;1.8700;0.50000;VOLUME;;;LOCAL;;;default/;
376;Bulmers Pear - 0,5l;;;item;7.0;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Bulmers Pear - 0,5l;BLUE;5411718911017;1.8700;0.50000;VOLUME;;;LOCAL;;;default/;
377;OBC Classic - 0,33l;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;OBC Classic - 0,33l;GREEN;4260191730032;1.1000;0.33000;VOLUME;;;LOCAL;Copy of OBC Strong - 0,33l;;default/;
378;Somersby Blackberry Cider - 0,33l;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Somersby Blackberry Cider - 0,33l;BLACK;42253129;1.3200;0.33000;VOLUME;;;LOCAL;;;default/;
379;Somersby Apple cider - 0,33l;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Somersby Apple cider - 0,33l;GREEN;42253051;1.3200;0.33000;VOLUME;;;LOCAL;;;default/;
380;Somersby Mango & Lime - 0,33l;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Somersby Mango & Like - 0,33l;YELLOW;42359746;1.2200;0.33000;VOLUME;;;LOCAL;;;default/;
382;Glenfiddich Sing. Malt 12 - 0.7l Flasche;;;item;;;Whiskey Bottles;;Glenfiddich Sing. Malt 12 - 0.7l Flasche;BLUE;;29.8600;0.70000;VOLUME;;;LOCAL;;;default/;
383;Glenkinchie 12J - 0.7l Flasche;;;item;;;Whiskey Bottles;;Glenkinchie 12J - 0.7l Flasche;BLUE;;36.9500;0.70000;VOLUME;;;LOCAL;;;default/;
384;Glenmorangie 10j - 0.7l Flasche;;;item;;;Whiskey Bottles;;Glenmorangie 10j - 0.7l Flasche;BLUE;;28.2400;0.70000;VOLUME;;;LOCAL;;;default/;
385;Lagavulin 8J - 0,7l Flasche;;;item;;;Whiskey Bottles;;lagvulin 8J - 0.7l Flasche;BLUE;;57.2300;0.70000;VOLUME;;;LOCAL;;;default/;
386;Laphroaig 10J - 0,7l Flasche;;;item;;;Whiskey Bottles;;Laphroaig 10J - 0.7l Flasche;BLUE;;36.8400;0.70000;VOLUME;;;LOCAL;;;default/;
387;Talisker 10J - 0,7l Flasche;;;item;;;Whiskey Bottles;;Talisker 10J - 0.7l Flasche;BLUE;;33.6500;0.70000;VOLUME;;;LOCAL;;;default/;
388;Maker's Mark - 1l Flasche;;;item;0.0;;Whiskey Bottles;;Maker's Mark - 1l Flasche;BLUE;;28.2900;1.00000;VOLUME;;;LOCAL;;;;
389;Beefeater - 1l Flasche;;;item;;;Spirit Bottles;;beefeater - 1l Flasche;BLUE;;21.2600;1.00000;VOLUME;;;LOCAL;;;default/;
390;Bombay Saphire - 1l Flasche;;;item;;;Spirit Bottles;;Bombay Saphire - 1l Flasche;BLUE;;24.8600;1.00000;VOLUME;;;LOCAL;;;default/;
391;Botanist - 0.7l Flasche;;;item;;;Spirit Bottles;;Botanist - 0.7l Flasche;BLUE;;27.8300;0.70000;VOLUME;;;LOCAL;;;default/;
392;Bulldog - 0.7l Flasche;;;item;;;Spirit Bottles;;Bulldog - 0.7l Flasche;BLUE;;19.9100;0.70000;VOLUME;;;LOCAL;;;default/;
393;Gin Mare - 0.7l Flasche;;;item;;;Spirit Bottles;;Mare - 0.7l Flasche;BLUE;;32.9700;0.70000;VOLUME;;;LOCAL;;;default/;
394;Danish Crown Professional Halal Salami - 1kg;;;item;0.0;;Food;;1000g ARO Pizza-Salami Classic;BLUE;;10.8400;1000.00000;MASS;;;LOCAL;;;;
395;Henkelmann Peperonisalami, fein gekörnt - 1kg;;;item;0.0;;Food;;1000g ARO Pizza-Pepperoni Classic;BLUE;;10.5900;1000.00000;MASS;;;LOCAL;1000g ARO Pizza-Pepperoni  Classic;;;
399;Dietz Tomatensaft - 1l Flasche;;;item;;;Mixers;;Dietz Tomatensaft - 1l Flasche;BLUE;;1.3900;1.00000;VOLUME;;;LOCAL;;;default/;
400;Sangrita Picante - 0.5l Flasche;;;item;;;Mixers;;Sangrita Picante - 0.5l Flasche;BLUE;;2.7300;500.00000;VOLUME;;;LOCAL;;;default/;
401;Tabasco - 60 ml Flasche;;;item;;;Divers;;Tabasco - 60 ml Flasche;BLUE;;2.8400;60.00000;VOLUME;;;LOCAL;;;default/;
402;Wodka HM - 1l Flasche;;;item;;;Spirit Bottles;;Haskowitch Wodka - 1l Flasche;BLUE;;9.1800;1.00000;VOLUME;;;LOCAL;;;default/;
403;Mexicaner - Batch - 2.86l;;;item;;;SHOTS;;Mexicaner - Batch - 2.86l;BLUE;;17.1390;2.86000;VOLUME;;;LOCAL;;;default/;
404;Rotwein - Cote du Rhone Momm. 1l Flasche;;;item;27.0;;Wein;Menu/Wein,Order Anywhere/Wein;Rotwein - Cote du Rhone 1l;BLUE;;6.4200;1.00000;VOLUME;;;LOCAL;;;;
405;Rotwein - RIOJA Valde. Tinto 0,75l Flasche;;;item;18.9;;Wein;Menu/Wein,Order Anywhere/Wein;Rotwein - El Coto Rosado RIOJA 0,75l Flasche;BLUE;;5.5700;0.75000;VOLUME;;;LOCAL;;;;
406;Flying Solo Rose Gayda - Rose 0,75l Flasche;;;item;0.0;;Wein;;Corsaire Rosewein - Rose 0,75l Flasche;BLUE;;5.0600;0.70000;VOLUME;;;LOCAL;;;;
407;Thomas Henry - Ginger Ale - 1l Flasche;;;item;0.0;;Mixers;;Fever Tree Ginger Ale 0,75l Flasche;BLUE;;1.7600;1.00000;VOLUME;;;LOCAL;;;;
408;Fever Tree Wild Berry - 0,75l Flasche;;;item;0.0;;Mixers;;Fever Tree Wild Berry 0,75l Flasche;BLUE;;1.9800;0.75000;VOLUME;;;LOCAL;;;;
409;Sprite PET - 1l Flasche;;;item;0.0;;Mixers;;Sprite 1l Flasche;BLUE;;1.2400;1.00000;VOLUME;;;LOCAL;;;;
410;Coca-Cola PET - 1l Flasche;;;item;0.0;;Mixers;;Coca-Cola PET 1l Flasche;BLUE;;1.2400;1.00000;VOLUME;;;LOCAL;;;;
411;Dietz Ananassaft - 1l Flasche;;;item;0.0;;Mixers;;Dietz Ananassaft 1l Flasche;BLUE;;2.0300;1.00000;VOLUME;;;LOCAL;;;;
412;Baileys Irish Cream - 1l Flasche;;;item;0.0;;Spirit Bottles;;Baileys Irish Cream 1l Flasche;BLUE;;17.6600;1.00000;VOLUME;;;LOCAL;;;;
413;Tequila Olmeca Silver - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Tequila Olmeca Silver 0,7l;BLUE;;22.9700;0.70000;VOLUME;;;LOCAL;;;;
415;Jägermeister 35% - 1l Flasche;;;item;0.0;;Spirit Bottles;;Jägermeister 35% 1l Flasche;BLUE;;18.7100;1.00000;VOLUME;;;LOCAL;;;;
416;Sambuca Ramazzotti 38% - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Sambuca Ramazzotti 38% 0,7l Flasche;BLUE;;12.3700;0.70000;VOLUME;;;LOCAL;;;;
417;Lillet Blanc Weinaperitif - 0,75l Flasche;;;item;0.0;;Spirit Bottles;;Lillet Blanc Weinaperitif 0,75l;BLUE;;14.2700;0.75000;VOLUME;;;LOCAL;;;;
418;Kahlua Coffee Liqueur - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Kahlua Coffee Liqueur - 0,7l Flasche;BLUE;;15.6900;0.70000;VOLUME;;;LOCAL;;;;
419;Limoncello Ramazzotti - 1l Flasche;;;item;0.0;;Spirit Bottles;;Limoncello Ramazzotti - 1l Flasche;BLUE;;17.0500;1.00000;VOLUME;;;LOCAL;;;;
420;Campari - 1l Flasche;;;item;0.0;;Spirit Bottles;;Campari - 1l Flasche;BLUE;;19.1200;1.00000;VOLUME;;;LOCAL;;;;
421;Vermouth Punt E Mes - 0,75l Flasche;;;item;0.0;;Spirit Bottles;;Vermouth Punt E Mes - 0,75l Flasche;BLUE;;13.9800;0.75000;VOLUME;;;LOCAL;;;;
422;Disaronno Amaretto - 1l Flasche;;;item;0.0;;Spirit Bottles;;Disaronno Amaretto - 0,7l Flasche;BLUE;;19.0300;1.00000;VOLUME;;;LOCAL;;;;
423;Pitu Cachaca - 1l Flasche;;;item;0.0;;Spirit Bottles;;Pitu Cachaca - 1l Flasche;BLUE;;15.1100;1.00000;VOLUME;;;LOCAL;;;;
424;Bols Peach - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Bols Peach - 0,7l Flasche;BLUE;;10.6900;0.70000;VOLUME;;;LOCAL;;;;
425;Cointreau - 0.7l Flasche;;;item;0.0;;Spirit Bottles;;Cointreau - 1l Flasche;BLUE;;16.2500;0.70000;VOLUME;;;LOCAL;;;;
426;Barracuda Spiced Rum - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Barracuda Spiced Rum - 0,7l Flasche;BLUE;;14.9900;0.70000;VOLUME;;;LOCAL;;;;
427;Hayman's Sloe Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Hayman's Sloe Gin - 0,7l Flasche;BLUE;;24.1000;0.70000;VOLUME;;;LOCAL;;;;
428;Hendrick's Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Hendrick's Gin - 0,7l Flasche;BLUE;;27.4700;0.70000;VOLUME;;;LOCAL;;;;
