SKU;Name;Parent SKU;Min - Max;Type;Default price;Extra price;Accounting group;Menu/Screen;Button name;Button color;Barcode;Cost price;Package content (stock management);Package unit (stock management);Weight;Tare (grams, selling by weight);Sharing status;Docket name;Course;Statistics group;Production instruction
429;Illusionist Dry Gin - 0,5l Flasche;;;item;0.0;;Spirit Bottles;;Illusionist Dry Gin - 0,5l Flasche;BLUE;;30.9400;0.50000;VOLUME;;;LOCAL;;;;
430;Illusionist Masquerade alkoholfrei - 0,5l Flasche;;;item;0.0;;Spirit Bottles;;Illusionist Masquerade alkoholfrei - 0,5l Flasche;BLUE;;17.9100;0.50000;VOLUME;;;LOCAL;;;;
431;Inverroche Amber - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Inverroche Amber - 0,7l Flasche;BLUE;;28.9100;0.70000;VOLUME;;;LOCAL;;;;
432;Mampe Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Mampe Gin - 0,7l Flasche;BLUE;;11.3800;0.70000;VOLUME;;;LOCAL;;;;
433;Martin Millers - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Martin Millers - 0,7l Flasche;BLUE;;20.4400;0.70000;VOLUME;;;LOCAL;;;;
434;Monkey 47 Dry - 0,5l Flasche;;;item;0.0;;Spirit Bottles;;Monkey 47 Dry - 0,5l Flasche;BLUE;;32.6100;0.50000;VOLUME;;;LOCAL;;;;
435;Roku Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Roku Gin - 0,7l Flasche;BLUE;;24.2200;0.70000;VOLUME;;;LOCAL;;;;
436;Siegfried Rheinland Dry - 0,5l Flasche;;;item;0.0;;Spirit Bottles;;Siegfried Rheinland Dry - 0,5l Flasche;BLUE;;26.4100;0.50000;VOLUME;;;LOCAL;;;;
437;Siegfried Wonderleaf Afrei - 0,5l Flasche;;;item;0.0;;Spirit Bottles;;Siegfried Wonderleaf Afrei - 0,5l Flasche;BLUE;;16.3600;0.50000;VOLUME;;;LOCAL;;;;
438;Sipsmith London Dry - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Sipsmith London Dry - 0,7l Flasche;BLUE;;20.9300;0.70000;VOLUME;;;LOCAL;;;;
439;Gin Sul - 0,5l Flasche;;;item;0.0;;Spirit Bottles;;Gin Sul - 0,5l Flasche;BLUE;;29.4500;0.50000;VOLUME;;;LOCAL;;;;
440;Tanqueray Dry - 1l Flasche;;;item;0.0;;Spirit Bottles;;Tanqueray Dry - 1l Flasche;BLUE;;23.2200;1.00000;VOLUME;;;LOCAL;;;;
441;Tanqueray 0.0% - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Tanqueray 0.0% - 0,7l Flasche;BLUE;;16.5100;0.70000;VOLUME;;;LOCAL;;;;
442;Tanqueray No.10 - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Tanqueray No.10 - 0,7l Flasche;BLUE;;25.2700;0.70000;VOLUME;;;LOCAL;;;;
443;Grace O'Malley Gin - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Grace O'Malley Gin - 0,7l Flasche;BLUE;;24.2200;0.70000;VOLUME;;;LOCAL;;;;
444;Jack Daniels Rye - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;;Jack Daniels Rye - 0,7l Flasche;BLUE;;25.4700;0.70000;VOLUME;;;LOCAL;;;;
445;Gentleman Jack - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;;Gentleman Jack - 0,7l Flasche;BLUE;;22.9600;0.70000;VOLUME;;;LOCAL;;;;
446;Jack Daniels Fire - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;;Jack Daniels Fire - 0,7l Flasche;BLUE;;18.8500;0.70000;VOLUME;;;LOCAL;;;;
447;Jack Daniels Honey - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;;Jack Daniels Honey - 0,7l Flasche;BLUE;;18.8500;0.70000;VOLUME;;;LOCAL;;;;
448;Jack Daniels Apple - 0,7l Flasche;;;item;0.0;;Whiskey Bottles;;Jack Daniels Apple - 0,7l Flasche;BLUE;;18.8500;0.70000;VOLUME;;;LOCAL;;;;
449;Cow Milk - H-Milch 3.5% - 1l flasche;;;item;0.0;;Coffee;;Cow Milk - Weihenstephan Barista H-Milch - 1l flasche;BLUE;;1.1300;1.00000;VOLUME;;;LOCAL;;;;
450;Oat Milk Oatly Barista - 1l Flasche;;;item;0.0;;Coffee;;Oat Milk Oatly Barista - 1l Flasche;BLUE;;1.9600;1.00000;VOLUME;;;LOCAL;;;;
451;Rioba Karamell Syrup 0.7l Flasche;;;item;0.0;;Coffee;;Rioba Karamell Syrup 0.7l Flasche;BLUE;;5.3500;0.70000;VOLUME;;;LOCAL;;;;
452;Monin Chai Tea Sirup - 0,7l Flasche;;;item;0.0;;Coffee;;Monin Chai Tea Sirup - 0,7l Flasche;BLUE;;8.1000;0.70000;VOLUME;;;LOCAL;;;;
453;Giffard Haselnusssirup - 1l Flasche;;;item;0.0;;Coffee;;Giffard Haselnusssirup - 1l Flasche;BLUE;;8.1900;1.00000;VOLUME;;;LOCAL;;;;
455;Bedda for Pizza vegan Reibekäse 1kg;;;item;0.0;;Food;;Violife Vegan Mozzarella - 1kg;BLUE;;12.9400;1.00000;MASS;;;LOCAL;;;;
456;TK GIA Pizzateigkugel 35x300g;;;item;0.0;;Food;;POINT OF FOOD Pizzateig 10 stuck 300g - 3kg;BLUE;;20.6000;10.50000;MASS;;;LOCAL;;;;
457;TK Aviko Spicy Jacket Wedges - 2.5kg;;;item;0.0;;Food;;METRO Spicy Wedges - 2.5kg;BLUE;;5.8600;2.50000;MASS;;;LOCAL;;;;
458;Wanted Tortilla Chips Chili - 450g;;;item;0.0;;Food;;METRO Tortilla Chips Hot - 750g;BLUE;;1.9100;450.00000;MASS;;;LOCAL;;;;
459;METRO Tomato Dip Salsa 1,05kg;;;item;0.0;;Food;;METRO Tomato Dip Salsa 1,05kg;BLUE;;11.4600;1.05000;MASS;;;LOCAL;;;;
460;TK Avocado-Creme, Guacamole Classic - 1kg;;;item;0.0;;Food;;METRO Creamy Dip Guacamole - 1kg;BLUE;;8.3400;1.00000;MASS;;;LOCAL;;;;
461;Apostels Sour Cream - 3kg;;;item;0.0;;Food;;Apostels Sour Cream - 1kg;BLUE;;10.8900;3.00000;MASS;;;LOCAL;;;;
462;METRO Getrocknete Tomaten - 1.7l;;;item;0.0;;Food;;METRO Getrocknete Tomaten - 1.7l;BLUE;;10.2600;1.70000;VOLUME;;;LOCAL;;;;
463;Del Sol Jalapeno Chili - 1700g;;;item;0.0;;Food;;Adria Jalapenos Scheiben - 3kg;BLUE;;10.7200;1700.00000;MASS;;;LOCAL;;;;
464;Oliven, schwarz, in Scheiben - 2350g;;;item;0.0;;Food;;Aro Oliven geschwärzt in Scheiben - 4.25l;BLUE;;9.6100;2350.00000;MASS;;;LOCAL;;;;
465;Champignons 3.Wahl, China - 1930g;;;item;0.0;;Food;;Aro Champignons 3.Wahl - 2.65l;BLUE;;8.0600;1930.00000;MASS;;;LOCAL;;;;
466;SC Tomatenketchup - 875ml;;;item;0.0;;Food;;Aro Tomatenketchup - 875g;BLUE;;2.8800;875.00000;VOLUME;;;LOCAL;;;;
467;SC Salatmayonnaise 50% - 875ml;;;item;0.0;;Food;;Aro Delikatess Mayonnaise - 500ml;BLUE;;3.2000;875.00000;VOLUME;;;LOCAL;;;;
468;Homann Vegane Mayonnaise - 875ml;;;item;0.0;;Food;;Homann Vegane Mayonnaise - 875ml;BLUE;;7.4200;;;;;LOCAL;;;;
469;Mississippi BBQ Sauce - 1814g;;;item;0.0;;Food;;Mississippi BBQ Sauce - 1814g;BLUE;;7.5900;1814.00000;MASS;;;LOCAL;;;;
470;O+G Tomaten Cherrytoma. rot 250g;;;item;0.0;;Food;;Datteltomaten, Marokko - 1kg;BLUE;;2.0600;250.00000;MASS;;;LOCAL;;;;
471;TK Beerenmix Extra - 2.5kg;;;item;0.0;;Food;;METRO Beeren-Mix tiefgefroren - 1kg;BLUE;;10.7600;2.50000;MASS;;;LOCAL;;;;
472;TK SC Süßkart.Pommes 12x12mm 2,5kg;;;item;0.0;;Food;;METRO Sweet Potato Fries - 2.5kg;BLUE;;13.0300;2.50000;MASS;;;LOCAL;;;;
473;Frankfurter Spitzkrug Pils 50l;;;item;0.0;;Kegs;;Bergisch Löwen Pils 50l;BLUE;;45.5800;50.00000;VOLUME;;;LOCAL;;;;
474;Quellmalz Dieter Spezial Pils 30l;;;item;0.0;;Kegs;;Quellmalz Dieter Spezial Pils 30l;BLUE;;65.4500;30.00000;VOLUME;;;LOCAL;;;;
476;Guinness Fass 30l;;;item;0.0;;Kegs;;Guinness Fass 30l;BLUE;;98.4700;30.00000;VOLUME;;;LOCAL;;;;
478;Stowford Cider Fass 30l;;;item;0.0;;Kegs;;Stowford Cider Fass 30l;BLUE;;99.9600;30.00000;VOLUME;;;LOCAL;;;;
479;Hopscor IPA - Strassenbräu Castle IPA Fass 50l;;;item;0.0;;Kegs;;Strassenbräu Castle Hopscor IPA Fass 50l;BLUE;;154.7000;50.00000;VOLUME;;;LOCAL;;;;
486;Fuerst Wiacek Landbier 30l;;;item;0.0;;Kegs;;Fuerst Wiacek Landbier 30l;BLUE;;73.7800;30.00000;VOLUME;;;LOCAL;;;;
487;Espresso Martini Glückskultur - 0,75l Flasche;;;item;0.0;;Spirit Bottles;;Espresso Martini Glückskultur - 0,75l Flasche;BLUE;;9.4100;0.75000;VOLUME;;;LOCAL;;;;
488;Passion Fruit Margarita Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;;Passion Fruit Margarita Glückskultur - 0,75l Flasche;BLUE;;9.4100;0.75000;VOLUME;;;LOCAL;;;default/;
489;Neukölln Cosmo Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;;Neukölln Cosmo Glückskultur - 0,75l Flasche;BLUE;;9.4100;0.75000;VOLUME;;;LOCAL;;;default/;
490;Paloma Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;;Paloma Glückskultur - 0,75l Flasche;BLUE;;9.4100;0.75000;VOLUME;;;LOCAL;;;default/;
491;Thyme of my Life Glückskultur - 0,75l Flasche;;;item;;;Spirit Bottles;;Thyme of my Life Glückskultur - 0,75l Flasche;BLUE;;9.4100;0.75000;VOLUME;;;LOCAL;;;default/;
492;Sarti Rosa - 0,70 Flasche;;;item;0.0;;Spirit Bottles;;Sarti Rosa - 0,70 Flasche;BLUE;;15.4200;0.70000;VOLUME;;;LOCAL;;;;
493;Tails Berry Mojito - 1l Flasche;;;item;0.0;;Spirit Bottles;;Tails Berry Mojito - 1l Flasche;BLUE;;17.9900;1.00000;VOLUME;;;LOCAL;;;;
494;Giffard Rohrzucker Sirup - 1l Flasche;;;item;0.0;;Spirit Bottles;;Giffard Rohrzucker Sirup - 1l Flasche;BLUE;;7.0300;1.00000;VOLUME;;;LOCAL;;;;
495;Hopscor Rotbier - Strassenbräu Ziegel Amber Ale 50l;;;item;0.0;;Kegs;;Strassenbräu Ziegel Amber Ale 50l;BLUE;;148.7500;50.00000;VOLUME;;;LOCAL;;;;
496;Augustiner 0.33l;;;item;4.0;;Alkohol;Menu/Bottle Beers \\/ Cans,Order Anywhere/Bottle Beers \\/ Cans;Augustiner 0.33l;BLUE;;0.7900;;;;;LOCAL;;;default/;
498;Tap 7 0,3l - Hopscor - Rotbier;;;item;4.0;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L,Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 7 0,3l - Hopscor - Rotbier;BLUE;;0.8925;;;;;LOCAL;;;default/;
499;Tap 7 0,5l - Hopscor - Rotbier;;;item;5.5;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L,Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 7 0,5l - Hopscor - Rotbier;BLUE;;1.4875;;;;;LOCAL;;;default/;
508;Absolut Sensations 20% - 1l Flasche;;;item;0.0;;Spirit Bottles;;Absolut Sensations 20% - 1l Flasche;BLUE;;16.6600;1.00000;VOLUME;;;LOCAL;;;;
509;Berliner Berg - Pale Ale 0,33l;;;item;4.5;;Alkohol;Menu/Bottle Beers \\/ Cans,Order Anywhere/Bottle Beers \\/ Cans;Berliner Berg - Pale Ale 0,33l;LIGHT_RED;42329077;1.3400;0.33000;VOLUME;;;LOCAL;Kopie von Berliner Berg 0,33l;;default/;
515;Hopscor Pale Ale - Strassenbräu Sonnenallee 50l;;;item;0.0;;Kegs;;Hopscor Pale Ale - Strassenbräu Sonnenallee 50l;BLUE;;148.7500;50.00000;VOLUME;;;LOCAL;;;;
517;Tonic bottle - 0.2l;;;item;3.0;;Soft Drinks;Menu/Soft Drinks,Order Anywhere/Soft Drinks;Tonic bottle - 0.2l;BLUE;;0.7500;;;;;LOCAL;;;;
518;Red breast - irish whisky - 2 cl;;;item;6.0;;Whiskey;Menu/Whiskey,Order Anywhere/Whiskey;Red breast - irish whisky - 2 CL;BLUE;;;;;;;LOCAL;;;;
522;Coke Mixer;;;item;3.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Coke Mixer;BLUE;;0.2480;;;;;LOCAL;;;;
527;Fever Tree - Grapefruit 0,2l;;;item;3.0;;GIN;;Fever Tree - Grapefruit 0,2l;BLUE;;1.1400;0.20000;VOLUME;;;LOCAL;;;;
528;Giffard Grenadinesirup 1l;;;item;0.0;;Spirit Bottles;;Giffard Grenadinesirup 1l;BLUE;;6.7600;1.00000;VOLUME;;;LOCAL;;;;
529;Monin Vanillesirup 1l;;;item;0.0;;Spirit Bottles;;Monin Vanillesirup 1l;BLUE;;8.9800;1.00000;VOLUME;;;LOCAL;;;;
530;Sarti Spritz;;;item;9.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Sarti Spritz;BLUE;;1.2717;;;;;LOCAL;;;;
533;No sauce;;;item;0.0;;Food;;No sauce;BLUE;;;;;;;LOCAL;;;;
534;Sirup - 2cl;;;item;0.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Sirup - 2cl;BLUE;;0.1700;;;;;LOCAL;;;;
535;Rucola;;;item;1.0;;Food;;Rucola;BLUE;;;;;;;LOCAL;;;;
546;Baileys Hot Chocolade;;;item;6.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Baileys Hot Chocolade;BLUE;;0.3532;;;;;LOCAL;Baileys Hot Chocolade;;default/;
547;Singleton apple spritz;;;item;9.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Singleton apple spritz;BLUE;;;;;;;LOCAL;;;;
549;Brewdog - Punk IPA Fass 30l;;;item;0.0;;Kegs;;Brewdog - Punk IPA Fass 30l;BLUE;;78.7900;30.00000;VOLUME;;;LOCAL;;;;
550;Hüttenglut Glühwein Klassik 10l;;;item;0.0;;Wein;;Hitzkopf Glühwein Klassik 10l;BLUE;;17.4600;10.00000;VOLUME;;;LOCAL;;;;
559;Tap 1 0,3l - Brewdog - Punk IPA 160325;;;item;5.0;;Tap Craft Beer 0,3L;Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 1 0,3l - Brewdog - Punk IPA;BLUE;;0.9400;;;;;LOCAL;;;;
560;Tap 1 0,5l - Brewdog - Punk IPA 160325;;;item;6.5;;Tap Craft Beer 0,5L;Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 1 0,5l - Brewdog - Punk IPA;BLUE;;1.5600;;;;;LOCAL;;;;
564;O+G Salat Rucola 125g;;;item;0.0;;Food;;Rucola 150g;BLUE;;1.7300;125.00000;MASS;;;LOCAL;;;;
565;Tap 10 0,5l FW - Chela Lager 260325;;;item;5.5;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L,Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 10 0,5l FW - Chela Lager;BLUE;;;;;;;LOCAL;;;;
566;Tap 10 0,3l FW - Chela Lager 260325;;;item;4.0;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L,Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 10 0,3l FW - Chela Lager;BLUE;;;;;;;LOCAL;;;;
572;Fever Tree - Bitter Lemon 0,2l;;;item;3.0;;GIN;;Fever Tree Bitter Lemon 0,2l;BLUE;;1.1400;;;;;LOCAL;;;;
573;Singleton 12J 0.7l Flasche;;;item;;;Whiskey Bottles;;Singleton 12J 0.7l Flasche;BLUE;;26.1700;0.70000;VOLUME;;;LOCAL;;;;
577;BRLO Happy Pils 30l;;;item;0.0;;Kegs;;BRLO Happy Pils 30l;BLUE;;78.8200;30.00000;VOLUME;;;LOCAL;;;;
578;Aro Champignons 3.Wahl - 4.25l;;;item;0.0;;Food;;Aro Champignons 3.Wahl - 4.25l;BLUE;;11.4100;4.25000;VOLUME;;;LOCAL;;;;
582;Singleton 2cl;;;item;3.5;;Whiskey;Menu/Whiskey,Order Anywhere/Whiskey;Singleton 2cl;BLUE;;0.7500;;;;;LOCAL;;;;
583;Singleton 4cl;;;item;7.0;;Whiskey;Menu/Whiskey,Order Anywhere/Whiskey;Singleton 4cl;BLUE;;1.5000;;;;;LOCAL;;;;
584;Mexikaner Sharing Bottle 250ml;;;item;15.0;;SHOTS;Menu/Shots,Order Anywhere/Shots;Mexikaner Sharing Bottle 250ml;BLUE;;1.4982;;;;;LOCAL;;;;
585;Johnnie Walker Black 2cl;;;item;3.0;;Whiskey;Menu/Whiskey,Order Anywhere/Whiskey;Johnnie Walker Black 2cl;BLUE;;0.6900;;;;;LOCAL;;;;
586;Johnnie Walker Black 4cl;;;item;6.0;;Whiskey;Menu/Whiskey,Order Anywhere/Whiskey;Johnnie Walker Black 4cl;BLUE;;1.3700;;;;;LOCAL;;;;
587;Johnnie Walker Black Flasche 0.7l;;;item;24.03;;Whiskey Bottles;;Johnnie Walker Black Flasche 0.7l;BLUE;;24.0300;0.70000;VOLUME;;;LOCAL;;;;
589;Johnnie & Ginger;;;item;9.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Johnnie & Ginger;BLUE;;1.7251;;;;;LOCAL;;;;
590;Jameson & Ginger;;;item;8.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Jameson & GInger;BLUE;;1.3280;;;;;LOCAL;;;;
595;Maracuja Caramel 2cl;;;item;2.5;;SHOTS;Menu/Shots,Order Anywhere/Shots;Maracuja Caramel 2cl;BLUE;;0.3144;;;;;LOCAL;;;;
596;Apple Cinnamon 2cl;;;item;2.5;;SHOTS;Menu/Shots,Order Anywhere/Shots;Apple Cinnamon 2cl;BLUE;;0.3144;;;;;LOCAL;;;;
597;Mampe - Popcorn 0,2cl;;;item;3.5;;SHOTS;Menu/Shots,Order Anywhere/Shots;Mampe - Popcorn 0,2cl;BLUE;;0.8500;;;;;LOCAL;;;;
600;Weihenstephan Weissbier 50l;;;item;0.0;;Kegs;;Weihenstephan Weissbier 50l;BLUE;;102.1700;50.00000;VOLUME;;;LOCAL;;;;
601;Apple Cinnamon Glückskultur - 0,75l Flasche;;;item;0.0;;Spirit Bottles;;Apple Cinnamon Glückskultur - 0,75l Flasche;BLUE;;11.7900;0.75000;VOLUME;;;LOCAL;;;;
602;Maracuja Caramel Glückskultur - 0,75l Flasche;;;item;0.0;;Spirit Bottles;;Maracuja Caramel Glückskultur - 0,75l Flasche;BLUE;;11.7900;0.75000;VOLUME;;;LOCAL;;;;
603;Weihenstep. Hefe AF 0,5l;;;item;4.5;;Alkohol;Menu/Bottle Beers \\/ Cans,Order Anywhere/Bottle Beers \\/ Cans;Weihenstep. Hefe AF 0,5l;BLUE;;0.9100;1.00000;DIMENSION_LESS;;;LOCAL;;;;
604;Mampe Vodka - 0.7l Flasche;;;item;0.0;;Spirit Bottles;;Mampe Vodka - 0.7l Flasche;BLUE;;11.1100;0.70000;VOLUME;;;LOCAL;;;;
605;Mampe Popcorn - 0.5l Flasche;;;item;0.0;;Spirit Bottles;;Mampe Popcorn - 0.5l Flasche;BLUE;;21.1300;0.50000;VOLUME;;;LOCAL;;;;
606;Tap 4 0,3l - Maisels Pale Ale 250225;;;item;4.0;;Tap Craft Beer 0,3L;;Tap 4 0,3l - Maisels Pale Ale;BLUE;;0.7800;;;;;LOCAL;;;;
608;Tap 4 0,5l - Maisels Pale Ale 250225;;;item;5.5;;Tap Craft Beer 0,5L;;Tap 4 0,5l - Maisels Pale Ale;BLUE;;1.3000;;;;;LOCAL;;;;
611;Tap 9 0,3l - Adios Amigos - Gorilla 090525;;;item;7.7;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L;Tap 9 0,3l - Adios Amigos - Gorilla;BLUE;;1.3700;;;;;LOCAL;;;;
612;Tap 9 0,5l - Adios Amigos - Gorilla 090525;;;item;9.2;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L;Tap 9 0,5l - Adios Amigos - Gorilla;BLUE;;2.2900;;;;;LOCAL;;;;
619;Somersby Orange Spritz Cider - 0,33l;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Somersby Orange Spritz Cider - 0,33l;BLUE;;1.2200;0.33000;VOLUME;;;LOCAL;;;;
631;Tequila Silver HM35% 1l;;;item;0.0;;Spirit Bottles;;Tequila Silver HM35% 1l;BLUE;;14.6900;;;;;LOCAL;;;;
638;Hopscor Beast - Straßenbräu Hommelsap 50l;;;item;0.0;;Kegs;;Hopscor Beast - Straßenbräu Hommelsap 30l;BLUE;;178.5000;50.00000;VOLUME;;;LOCAL;;;;
641;Tap 1 0,3l Landbier - FW 140225;;;item;4.0;;Tap Craft Beer 0,3L;;Tap 1 0,3l Landbier - FW 140225;BLUE;;;;;;;LOCAL;;;;
642;Tap 1 0,5l Landbier - FW 140225;;;item;5.5;;Tap Craft Beer 0,5L;;Tap 1 0,5l Landbier - FW 140225;BLUE;;;;;;;LOCAL;;;;
643;Wildberry Lillet;;;item;9.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Wildberry Lillet;BLUE;;1.2891;;;;;LOCAL;;;;
644;Prosecco 0,1l;;;item;4.0;;Wein;Menu/Wein,Order Anywhere/Wein;Prosecco 0,1l;BLUE;;0.3320;;;;;LOCAL;;;;
655;FW Helles Alco Free 0,5l;;;item;6.0;;Alkohol;Menu/Bottle Beers \\/ Cans,Order Anywhere/Bottle Beers \\/ Cans;FW Helles Alco Free 0,5l;BLUE;;1.8900;;;;;LOCAL;;;;
660;Strassenbräu - Techno Therapy 30l;;;item;0.0;;Kegs;;Strassenbräu - Techno Therapy 30l;BLUE;;124.9500;30.00000;VOLUME;;;LOCAL;;;;
661;Ice Tea - Elephant Bay 0,33l;;;item;3.0;;Soft Drinks;Menu/Soft Drinks,Order Anywhere/Soft Drinks;Ice Tea - Elephant Bay 0,33l;PINK;;0.9800;1.00000;DIMENSION_LESS;;;LOCAL;;;;
662;Donut Heart - Vegan;;;item;3.0;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Donut Heart - Vegan;BLUE;;0.8300;52.00000;MASS;;;LOCAL;;;;
663;John-John Crisps;;;item;2.5;;Snacks;Menu/Snacks,Order Anywhere/Snacks;John-John Crisps;BLUE;;0.7200;40.00000;MASS;;;LOCAL;;;;
670;Soft Cookie;;;item;3.0;;Snacks;Menu/Snacks,Order Anywhere/Snacks;Soft Cookie;BLUE;;0.9300;75.00000;MASS;;;LOCAL;;;;
671;Tap 2 0,3L Weihnstephan Helles 110225;;;item;4.5;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L,Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 2 0,3L Weihnstephan Helles;BLUE;;0.6112;;;;;LOCAL;;;default/Tap Craft Beer 0\,3L;
672;Tap 2 0,5L Weihnstephan Helles 110225;;;item;6.0;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L,Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 2 0,5L Weihnstephan Helles;BLUE;;1.0187;;;;;LOCAL;;;default/Tap Craft Beer 0\,5L;
673;Weihenstep. Helles 50l;;;item;0.0;;Kegs;;Weihenstep. Helles 50l;BLUE;;101.8700;50.00000;VOLUME;;;LOCAL;;;;
674;Tap 4 0,3l Sabine - Quellmalz 020425;;;item;4.0;;Tap Craft Beer 0,3L;Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 4 0,3l Sabine - Quellmalz;BLUE;;;;;;;LOCAL;;;;
675;Tap 4 0,5l Sabine - Quellmalz 020425;;;item;5.5;;Tap Craft Beer 0,5L;Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 4 0,5l Sabine - Quellmalz;BLUE;;;;;;;LOCAL;;;;
678;Tap 10 0,3l - FW - High Five - 20.02;;;item;6.5;;Tap Craft Beer 0,3L;;Tap 10 0,3l - FW - High Five - 20.02;BLUE;;;;;;;LOCAL;;;default/Tap Craft Beer 0\,3L;
679;Tap 10 0,5l - FW - High Five - 20.02;;;item;8.0;;Tap Craft Beer 0,5L;;Tap 10 0,5l - FW - High Five - 20.02;BLUE;;;;;;;LOCAL;;;default/Tap Craft Beer 0\,5L;
