SKU;Name;Parent SKU;Min - Max;Type;Default price;Extra price;Accounting group;Menu/Screen;Button name;Button color;Barcode;Cost price;Package content (stock management);Package unit (stock management);Weight;Tare (grams, selling by weight);Sharing status;Docket name;Course;Statistics group;Production instruction
680;Tap 12 0,5l B.berg - Märzen 250225;;;item;6.0;;Tap Craft Beer 0,5L;Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 12 0,5l B.berg - Märzen 250225;BLUE;;;;;;;LOCAL;;;;
681;Tap 12 0,3l B.berg - Märzen 250225;;;item;4.5;;Tap Craft Beer 0,3L;Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 12 0,3l B.berg - Märzen 250225;BLUE;;;;;;;LOCAL;;;;
682;Ostmost Cider 0,33l;;;item;4.5;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Ostmost Cider 0,33l;BLUE;;1.3900;0.33000;VOLUME;;;LOCAL;;;;
686;Tap 6 0,3l Strassenbräu - Barley Wine 050325;;;item;9.0;;Tap Craft Beer 0,3L;;Tap 6 0,3l Strassenbräu - Barley Wine 050325;BLUE;;;;;;;LOCAL;;;;
687;Murphys Stout - 30l Fass;;;item;0.0;;Kegs;;Murphys Stout - 30l Fass;BLUE;;100.2400;;;;;LOCAL;;;;
696;Tap 14 0,3l Hopscor - Beast 070325;;;item;6.0;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L,Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 14 0,3l Hopscor - Beast 070325;BLUE;;;;;;;LOCAL;;;;
697;Tap 14 0,5l Hopscor - Beast 070325;;;item;7.5;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L,Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 14 0,5l Hopscor - Beast 070325;BLUE;;;;;;;LOCAL;;;;
698;Proviant Rhabarber;;;item;3.8;;Soft Drinks;Menu/Soft Drinks,Order Anywhere/Soft Drinks;Proviant Rhabarber;PINK;;1.0700;0.33000;VOLUME;;;LOCAL;;;;
699;focaccia sandwich - Salami;;;item;5.5;;Food;Menu/Food,Order Anywhere/Food;focaccia sandwich - Salami;BLUE;;;;;;;LOCAL;;;default/Food;
700;focaccia sandwich - Veggie;;;item;4.5;;Food;Menu/Food,Order Anywhere/Food;focaccia sandwich - Veggie;BLUE;;;;;;;LOCAL;;;default/Food;
702;Guinness Fass 50l;;;item;0.0;;Kegs;;Guinness 50l;BLUE;;164.3700;50.00000;VOLUME;;;LOCAL;;;;
703;Tap 10 0,3l Berlin Brewing - End of the World 200325;;;item;5.0;;Tap Craft Beer 0,3L;;Tap 10 0,3l Berlin Brewing - End of the World 200325;BLUE;;;;;;;LOCAL;;;;
704;Tap 10 0,5l Berlin Brewing - End of the World 200325;;;item;6.5;;Tap Craft Beer 0,5L;;Tap 10 0,5l Berlin Brewing - End of the World 200325;BLUE;;;;;;;LOCAL;;;;
705;Tap 12 0,3l Crew - Jackpot IPA 160425;;;item;4.7;;Tap Craft Beer 0,3L;;Tap 12 0,3l Crew - Jackpot IPA;BLUE;;;;;;;LOCAL;;;;
706;Tap 12 0,5l Crew - Jackpot IPA 160425;;;item;6.2;;Tap Craft Beer 0,5L;;Tap 12 0,5l Crew - Jackpot IPA;BLUE;;;;;;;LOCAL;;;;
707;Tap 10 0,3l Dream to Remember - Protokoll 220325;;;item;6.4;;Tap Craft Beer 0,3L;;Tap 10 0,3l Dream to Remember - Protokoll 220325;BLUE;;;;;;;LOCAL;;;;
708;Tap 10 0,5l Dream to Remember - Protokoll 220325;;;item;7.9;;Tap Craft Beer 0,5L;;Tap 10 0,5l Dream to Remember - Protokoll 220325;BLUE;;;;;;;LOCAL;;;;
709;Tap 5 0,3l Protokoll - Sour 290325;;;item;6.4;;Tap Craft Beer 0,3L;Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 5 0,3l Protokoll - Sour 290325;BLUE;;;;;;;LOCAL;;;;
710;Tap 5 0,5l Protokoll - Sour 290325;;;item;7.9;;Tap Craft Beer 0,5L;Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 5 0,5l Protokoll - Sour 290325;BLUE;;;;;;;LOCAL;;;;
711;Tap 11 0,3l Orca - IPA 290325;;;item;7.9;;Tap Craft Beer 0,3L;Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 11 0,3l Orca - IPA 290325;BLUE;;;;;;;LOCAL;;;;
712;Tap 11 0,5l Orca - IPA 290325;;;item;9.4;;Tap Craft Beer 0,5L;Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 11 0,5l Orca - IPA 290325;BLUE;;;;;;;LOCAL;;;;
713;Tap 9 0,3l Weiherer - GrischBEERla 290325;;;item;6.9;;Tap Craft Beer 0,3L;Order Anywhere/Tap Beers/Tap Craft 0\\,3L;Tap 9 0,3l Weiherer - GrischBEERla 290325;BLUE;;;;;;;LOCAL;;;;
714;Tap 9 0,5l Weiherer - GrischBEERla 290325;;;item;8.4;;Tap Craft Beer 0,5L;Order Anywhere/Tap Beers/Tap Craft 0\\,5L;Tap 9 0,5l Weiherer - GrischBEERla 290325;BLUE;;;;;;;LOCAL;;;;
716;Berlin Mule;;;item;9.0;;Long Drinks;Menu/Long Drinks;Berlin Mule;BLUE;;;;;;;LOCAL;;;;
717;Vio Schorle 0,25l;;;item;3.0;;Soft Drinks;Menu/Soft Drinks;Vio Schorle 0,25l;BLUE;;0.8500;;;;;LOCAL;;;;
718;Mampe Null Null - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Mampe Null Null 0,7l;BLUE;;15.2100;0.70000;VOLUME;;;LOCAL;;;;
719;Mampe Halb & Halb - 0,7l Flasche;;;item;0.0;;Spirit Bottles;;Mampe Halb & Halb 0,7l;BLUE;;11.3300;0.70000;VOLUME;;;LOCAL;;;;
720;Tails Espresso Martini - 1l Flasche;;;item;0.0;;Spirit Bottles;;Tails Espresso Martini 1l;BLUE;;17.9900;;;;;LOCAL;;;;
721;FT Mojito;;;item;10.0;;Cocktails;Menu/Cocktails;FT Mojito;BLUE;;;;;;;LOCAL;;;;
722;FT Alco Free Mojito;;;item;10.0;;Cocktails;Menu/Cocktails;FT Alco Free Mojito;BLUE;;;;;;;LOCAL;;;;
723;Twice - Schorle 0,33l;;;item;3.0;;Soft Drinks;Menu/Soft Drinks;Twice - Schorle 0,33l;BLUE;;0.8700;330.00000;VOLUME;;;LOCAL;;;;
724;Tap 6 0,3l Gorilla - Primavera Cero Porter 230425;;;item;7.9;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L;Tap 6 0,3l Gorilla - Primavera Cero Porter 230425;BLUE;;;;;;;LOCAL;;;;
725;Tap 6 0,5l Gorilla - Primavera Cero Porter 230425;;;item;9.4;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L;Tap 6 0,5l Gorilla - Primavera Cero Porter 230425;BLUE;;;;;;;LOCAL;;;;
726;Raummiete;;;item;;;Divers;Menu/Others;Raummiete;DARK_GRAY;;;;;;;LOCAL;;;;
727;Bräugier - Grenzstein, 0.5l;;;item;5.0;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L;Tap 1 - Bräugier - Grenzstein, 0.5l;BLUE;;;;;;;LOCAL;;;default/Tap Craft Beer 0\,5L;
728;Bräugier - Grenzstein, 0.3l;;;item;3.5;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L;Tap 1 - Bräugier - Grenzstein, 0.3l;BLUE;;;;;;;LOCAL;;;default/[{;
729;Tap 12 0,3l Únětické pivo 10 270425;;;item;6.1;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L;Tap 12 0,3l Únětické pivo 10 270425;BLUE;;;;;;;LOCAL;;;;
730;Tap 12 0,5l Únětické pivo 10 270425;;;item;7.6;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L;Tap 12 0,5l Únětické pivo 10 270425;BLUE;;;;;;;LOCAL;;;;
731;Somersby Free (promotion) - 0,33l;;;item;0.0;;Ciders;Menu/Bottle Ciders,Order Anywhere/Bottle Ciders;Somersby Free (promotion) - 0,33l;GREEN;;1.3200;0.33000;VOLUME;;;LOCAL;Somersby  Free (promotion) - 0,33l;;default/;
732;Pimms;;;item;8.0;;Long Drinks;Menu/Long Drinks;Pimms;BLUE;;;;;;;LOCAL;;;;
733;Tap 11 0,3l Bräugier - Pacific Twist Pale 080525;;;item;3.7;;Tap Craft Beer 0,3L;Menu/Tap Beers/Tap Craft 0\\,3L;Tap 11 0,3l Bräugier - Pacific Twist Pale 080525;BLUE;;;;;;;LOCAL;;;;
734;Tap 11 0,5l Bräugier - Pacific Twist Pale 080525;;;item;5.2;;Tap Craft Beer 0,5L;Menu/Tap Beers/Tap Craft 0\\,5L;Tap 11 0,5l Bräugier - Pacific Twist Pale 080525;BLUE;;;;;;;LOCAL;;;;
236;Extras Pizza;;0-*;group;;;;;Extras Pizza;BLUE;;;;;;;LOCAL;;;;
233;;236;;;;;;;;;;;;;;;;;;;
234;;236;;;;;;;;;;;;;;;;;;;
249;;236;;;;;;;;;;;;;;;;;;;
253;;236;;;;;;;;;;;;;;;;;;;
250;;236;;;;;;;;;;;;;;;;;;;
254;;236;;;;;;;;;;;;;;;;;;;
251;;236;;;;;;;;;;;;;;;;;;;
275;;236;;;;;;;;;;;;;;;;;;;
245;;236;;;;;;;;;;;;;;;;;;;
276;;236;;;;;;;;;;;;;;;;;;;
535;;236;;;;;;;;;;;;;;;;;;;
238;Buzzernummer?;;1-1;group;;;;;Buzzernummer?;BLUE;;;;;;;LOCAL;;;;
237;;238;;;;;;;;;;;;;;;;;;;
271;Extras Nachos;;0-*;group;;;;;Extras Nachos;BLUE;;;;;;;LOCAL;;;;
243;;271;;;;;;;;;;;;;;;;;;;
254;;271;;;;;;;;;;;;;;;;;;;
246;;271;;;;;;;;;;;;;;;;;;;
241;;271;;;;;;;;;;;;;;;;;;;
250;;271;;;;;;;;;;;;;;;;;;;
234;;271;;;;;;;;;;;;;;;;;;;
249;;271;;;;;;;;;;;;;;;;;;;
248;;271;;;;;;;;;;;;;;;;;;;
247;;271;;;;;;;;;;;;;;;;;;;
273;Milk;;1-1;group;;;;;Milk;BLUE;;;;;;;LOCAL;;;;
27;;273;;;;;;;;;;;;;;;;;;;
255;;273;;;;;;;;;;;;;;;;;;;
277;Thomas Henry Tonic;;1-1;group;;;;;Thomas Henry Tonic;BLUE;;;;;;;LOCAL;;;;
114;;277;;;;;;;;;;;;;;;;;;;
112;;277;;;;;;;;;;;;;;;;;;;
115;;277;;;;;;;;;;;;;;;;;;;
315;;277;;;;;;;;;;;;;;;;;;;
572;;277;;;;;;;;;;;;;;;;;;;
527;;277;;;;;;;;;;;;;;;;;;;
282;Nachos Extra Free;;1-1;group;0.0;;;;Nachos Extra Free;BLUE;;;;;;;LOCAL;;;;
243;;282;;;;;;;;;;;;;;;;;;;
254;;282;;;;;;;;;;;;;;;;;;;
246;;282;;;;;;;;;;;;;;;;;;;
241;;282;;;;;;;;;;;;;;;;;;;
250;;282;;;;;;;;;;;;;;;;;;;
234;;282;;;;;;;;;;;;;;;;;;;
249;;282;;;;;;;;;;;;;;;;;;;
248;;282;;;;;;;;;;;;;;;;;;;
247;;282;;;;;;;;;;;;;;;;;;;
533;;282;;;;;;;;;;;;;;;;;;;
283;Wedges extras;;0-1;group;0.0;;;;Wedges extras;BLUE;;;;;;;LOCAL;;;;
244;;283;;;;;;;;;;;;;;;;;;;
239;;283;;;;;;;;;;;;;;;;;;;
242;;283;;;;;;;;;;;;;;;;;;;
243;;283;;;;;;;;;;;;;;;;;;;
241;;283;;;;;;;;;;;;;;;;;;;
533;;283;;;;;;;;;;;;;;;;;;;
240;;283;;;;;;;;;;;;;;;;;;;
325;Wedges Extras paid;;0-*;group;;;;;Wedges Extras paid;BLUE;;;;;;;LOCAL;;;;
244;;325;;;;;;;;;;;;;;;;;;;
239;;325;;;;;;;;;;;;;;;;;;;
242;;325;;;;;;;;;;;;;;;;;;;
243;;325;;;;;;;;;;;;;;;;;;;
241;;325;;;;;;;;;;;;;;;;;;;
545;Shots;;1-1;group;0.0;;;;Shots;BLUE;;;;;;;LOCAL;;;;
316;;545;;;;;;;;;;;;;;;;;;;
150;;545;;;;;;;;;;;;;;;;;;;
152;;545;;;;;;;;;;;;;;;;;;;
142;;545;;;;;;;;;;;;;;;;;;;
138;;545;;;;;;;;;;;;;;;;;;;
155;;545;;;;;;;;;;;;;;;;;;;
143;;545;;;;;;;;;;;;;;;;;;;
145;;545;;;;;;;;;;;;;;;;;;;
151;;545;;;;;;;;;;;;;;;;;;;
154;;545;;;;;;;;;;;;;;;;;;;
140;;545;;;;;;;;;;;;;;;;;;;
147;;545;;;;;;;;;;;;;;;;;;;
403;;545;;;;;;;;;;;;;;;;;;;
148;;545;;;;;;;;;;;;;;;;;;;
153;;545;;;;;;;;;;;;;;;;;;;
139;;545;;;;;;;;;;;;;;;;;;;
144;;545;;;;;;;;;;;;;;;;;;;
149;;545;;;;;;;;;;;;;;;;;;;
258;;545;;;;;;;;;;;;;;;;;;;
256;;545;;;;;;;;;;;;;;;;;;;
701;Sandwich;;1-1;group;;;;;Sandwich;BLUE;;;;;;;LOCAL;;;;
699;;701;;;;;;;;;;;;;;;;;;;
700;;701;;;;;;;;;;;;;;;;;;;
7;Affogato;;;combo;4.0;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Affogato;YELLOW;;1.0000;;;;;LOCAL;;;default/Coffee;
8;Americano;;;combo;3.0;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Americano;BLACK;;0.4300;;;;;LOCAL;;;default/;
9;Irish coffee;;;combo;6.0;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Irish coffee;BLUE;;;;;;;LOCAL;;;default/;
273;;9;;;;;;;;;;;;;;;;;;;
12;Espresso Macchiato;;;combo;3.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Espresso Macchiato;ORANGE;;0.4000;;;;;LOCAL;;;default/;
273;;12;;;;;;;;;;;;;;;;;;;
13;Cappuccino / Flat White;;;combo;3.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Cappuccino / Flat White;ORANGE;;0.4000;;;;;LOCAL;;;default/;
273;;13;;;;;;;;;;;;;;;;;;;
14;Latte Macchiato;;;combo;4.0;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Latte Macchiato;ORANGE;;0.5000;;;;;LOCAL;;;default/;
273;;14;;;;;;;;;;;;;;;;;;;
16;Hot Chocolate;;;combo;3.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Hot Chocolate;YELLOW;;0.4000;;;;;LOCAL;;;default/;
273;;16;;;;;;;;;;;;;;;;;;;
17;Mint Hot Chocolate;;;combo;4.0;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Mint Hot Chocolate;BLUE;;0.6000;;;;;LOCAL;;;default/;
273;;17;;;;;;;;;;;;;;;;;;;
18;Chai Latte;;;combo;4.0;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Chai Latte;PURPLE;;0.2314;;;;;LOCAL;;;default/;
273;;18;;;;;;;;;;;;;;;;;;;
19;Cortado;;;combo;3.0;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Cortado;YELLOW;;0.4000;;;;;LOCAL;;;default/;
273;;19;;;;;;;;;;;;;;;;;;;
20;pumpkin spice Latte;;;combo;4.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;pumpkin Spice Latte;ORANGE;;0.6000;;;;;LOCAL;;;default/;
273;;20;;;;;;;;;;;;;;;;;;;
21;Dirty Chai;;;combo;4.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Dirty Chai;BROWN;;0.2314;;;;;LOCAL;;;default/;
273;;21;;;;;;;;;;;;;;;;;;;
22;Caramel Macciato;;;combo;4.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Caramel Macciato;ORANGE;;0.6000;;;;;LOCAL;;;default/;
273;;22;;;;;;;;;;;;;;;;;;;
23;Haselnuss Macciato;;;combo;4.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Haselnuss Macciato;LIGHT_RED;;0.1784;;;;;LOCAL;;;default/;
273;;23;;;;;;;;;;;;;;;;;;;
24;Mint Macchiato;;;combo;4.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Mint Macchiato;GREEN;;0.6000;;;;;LOCAL;;;default/;
273;;24;;;;;;;;;;;;;;;;;;;
25;Baby-Chino;;;combo;1.5;;Coffee;Menu/Coffee,Order Anywhere/Coffee;Baby-Chino;BLUE;;0.1000;;;;;LOCAL;;;default/;
273;;25;;;;;;;;;;;;;;;;;;;
86;Beefeater;;;combo;4.0;;GIN;Menu/Gin,Order Anywhere/Gin;beefeater;PINK;;0.8504;;;;;LOCAL;;;default/;
277;;86;;;;;;;;;;;;;;;;;;;
88;Botanist;;;combo;7.0;;GIN;Menu/Gin,Order Anywhere/Gin;Botanist;WHITE;;1.5903;;;;;LOCAL;;;default/;
277;;88;;;;;;;;;;;;;;;;;;;
89;Bulldog;;;combo;4.5;;GIN;Menu/Gin,Order Anywhere/Gin;Bulldog;BLACK;;1.1469;;;;;LOCAL;;;default/;
277;;89;;;;;;;;;;;;;;;;;;;
90;Citadelle;;;combo;4.5;;GIN;Menu/Gin,Order Anywhere/Gin;Citadelle;CYAN;;1.3646;4.00000;VOLUME;;;LOCAL;;;default/;
277;;90;;;;;;;;;;;;;;;;;;;
93;Grace;;;combo;4.5;;GIN;Menu/Gin,Order Anywhere/Gin;Grace;WHITE;;1.3800;;;;;LOCAL;;;default/;
277;;93;;;;;;;;;;;;;;;;;;;
94;Hayman's Sloe;;;combo;8.5;;GIN;Menu/Gin,Order Anywhere/Gin;Haymans SLoe;BLUE;;1.3771;;;;;LOCAL;;;default/;
277;;94;;;;;;;;;;;;;;;;;;;
95;Hendrick's;;;combo;7.0;;GIN;Menu/Gin,Order Anywhere/Gin;Hendrick´s;BLACK;;1.5697;;;;;LOCAL;;;default/;
277;;95;;;;;;;;;;;;;;;;;;;
96;Illusionist;;;combo;9.5;;GIN;Menu/Gin,Order Anywhere/Gin;Illusionist;BLACK;;2.7000;;;;;LOCAL;;;default/;
277;;96;;;;;;;;;;;;;;;;;;;
97;Illusionist alkoholfrei;;;combo;5.5;;GIN;Menu/Gin,Order Anywhere/Gin;illusionist alkoholfrei;BLACK;;1.4300;;;;;LOCAL;;;default/;
277;;97;;;;;;;;;;;;;;;;;;;
98;Larios Rose;;;combo;4.0;;GIN;Menu/Gin,Order Anywhere/Gin;Larios Rose;BLUE;;0.8229;;;;;LOCAL;;;default/;
277;;98;;;;;;;;;;;;;;;;;;;
99;Mampe Gin;;;combo;4.5;;GIN;Menu/Gin,Order Anywhere/Gin;Mampe;BLUE;;0.6503;;;;;LOCAL;;;default/;
277;;99;;;;;;;;;;;;;;;;;;;
100;Mare;;;combo;8.0;;GIN;Menu/Gin,Order Anywhere/Gin;Mare;BLUE;;2.1400;;;;;LOCAL;;;default/;
277;;100;;;;;;;;;;;;;;;;;;;
101;Martin Millers;;;combo;6.5;;GIN;Menu/Gin,Order Anywhere/Gin;Martins;BLUE;;1.4700;;;;;LOCAL;;;default/;
277;;101;;;;;;;;;;;;;;;;;;;
102;Monkey 47;;;combo;9.5;;GIN;Menu/Gin,Order Anywhere/Gin;Monkey 47;BROWN;;2.6088;;;;;LOCAL;;;default/;
277;;102;;;;;;;;;;;;;;;;;;;
103;Roku;;;combo;7.0;;GIN;Menu/Gin,Order Anywhere/Gin;Roku;LIGHT_RED;;1.3840;;;;;LOCAL;;;default/;
277;;103;;;;;;;;;;;;;;;;;;;
104;Siegfried;;;combo;8.0;;GIN;Menu/Gin,Order Anywhere/Gin;Siegfried;LIGHT_RED;;2.0400;;;;;LOCAL;;;default/;
277;;104;;;;;;;;;;;;;;;;;;;
105;Siegfried Alkoholfrei;;;combo;9.5;;GIN;Menu/Gin,Order Anywhere/Gin;Siegfried Alkoholfrei;GREEN;;1.4464;;;;;LOCAL;;;default/;
277;;105;;;;;;;;;;;;;;;;;;;
106;Sipsmith;;;combo;7.0;;GIN;Menu/Gin,Order Anywhere/Gin;Sipsmith;BLUE;;1.5900;;;;;LOCAL;;;default/;
277;;106;;;;;;;;;;;;;;;;;;;
107;Sul;;;combo;9.0;;GIN;Menu/Gin,Order Anywhere/Gin;Sul;BLUE;;2.4000;;;;;LOCAL;;;default/;
277;;107;;;;;;;;;;;;;;;;;;;
108;Tanqueray;;;combo;4.0;;GIN;Menu/Gin,Order Anywhere/Gin;Tanqueray;GREEN;;0.9288;;;;;LOCAL;;;default/;
277;;108;;;;;;;;;;;;;;;;;;;
109;Tanqueray 0,0;;;combo;4.0;;GIN;Menu/Gin,Order Anywhere/Gin;Tanqueray 0,0;GREEN;;0.9434;;;;;LOCAL;;;default/;
277;;109;;;;;;;;;;;;;;;;;;;
110;Tanqueray No. Ten;;;combo;6.0;;GIN;Menu/Gin,Order Anywhere/Gin;Tanqueray No. Ten;GREEN;;1.4274;;;;;LOCAL;;;default/;
277;;110;;;;;;;;;;;;;;;;;;;
111;Misc gin;;;combo;0.0;;GIN;Menu/Gin,Order Anywhere/Gin;Misc gin;BLUE;;;;;;;LOCAL;;;default/;
277;;111;;;;;;;;;;;;;;;;;;;
192;Lady V (Vegan) Pizza;;;combo;11.5;;Pizza;Menu/Food,Order Anywhere/Food;Lady V (Vegan);GREEN;;2.1066;;;;;LOCAL;;;default/;
236;;192;;;;;;;;;;;;;;;;;;;
238;;192;;;;;;;;;;;;;;;;;;;
194;Funghi Pizza;;;combo;11.5;;Pizza;Menu/Food,Order Anywhere/Food;Funghi Pizza;WHITE;;1.8831;;;;;LOCAL;;;default/;
236;;194;;;;;;;;;;;;;;;;;;;
238;;194;;;;;;;;;;;;;;;;;;;
195;The Tower Spicy Pizza;;;combo;13.5;;Pizza;Menu/Food,Order Anywhere/Food;The Tower Spicy Pizza;YELLOW;;2.2600;;;;;LOCAL;;;default/;
236;;195;;;;;;;;;;;;;;;;;;;
238;;195;;;;;;;;;;;;;;;;;;;
196;The Jester (Pepperoni) Pizza;;;combo;11.5;;Pizza;Menu/Food,Order Anywhere/Food;The Jester (Pepperoni);LIGHT_RED;;2.1123;;;;;LOCAL;;;default/;
236;;196;;;;;;;;;;;;;;;;;;;
237;;196;;;;;;;;;;;;;;;;;;;
197;Queen Margarita Pizza;;;combo;9.5;;Pizza;Menu/Food,Order Anywhere/Food;Queen Margarita Pizza;YELLOW;;1.6146;;;;;LOCAL;;;default/;
236;;197;;;;;;;;;;;;;;;;;;;
238;;197;;;;;;;;;;;;;;;;;;;
198;Royal Salami Pizza;;;combo;11.5;;Pizza;Menu/Food,Order Anywhere/Food;Royal Salami Pizza;DARK_RED;;2.0482;;;;;LOCAL;;;default/;
236;;198;;;;;;;;;;;;;;;;;;;
238;;198;;;;;;;;;;;;;;;;;;;
199;Sir PlantsAlot Pizza;;;combo;11.5;;Pizza;Menu/Food,Order Anywhere/Food;Sir PlantsAlot Pizza;GREEN;;2.3034;;;;;LOCAL;;;default/;
236;;199;;;;;;;;;;;;;;;;;;;
238;;199;;;;;;;;;;;;;;;;;;;
200;Dark Knight Pizza;;;combo;11.5;;Pizza;Menu/Food,Order Anywhere/Food;Dark Knight Pizza;BLACK;;1.8191;;;;;LOCAL;;;default/;
236;;200;;;;;;;;;;;;;;;;;;;
238;;200;;;;;;;;;;;;;;;;;;;
202;Focaccia;;;combo;7.5;;Food;Menu/Food,Order Anywhere/Food;Focaccia;BROWN;;0.5886;;;;;LOCAL;;;default/;
236;;202;;;;;;;;;;;;;;;;;;;
237;;202;;;;;;;;;;;;;;;;;;;
272;Wedges;;;combo;6.5;;Food;Menu/Food,Order Anywhere/Food;Wedges;BLUE;;0.8204;;;;;LOCAL;;;;
283;;272;;;;;;;;;;;;;;;;;;;
325;;272;;;;;;;;;;;;;;;;;;;
237;;272;;;;;;;;;;;;;;;;;;;
274;Nachos;;;combo;6.0;;Food;Menu/Food,Order Anywhere/Food;Nachos;ORANGE;;1.1533;;;;;LOCAL;;;;
282;;274;;;;;;;;;;;;;;;;;;;
271;;274;;;;;;;;;;;;;;;;;;;
237;;274;;;;;;;;;;;;;;;;;;;
294;Sweet Potatoes;;;combo;6.5;;Food;Menu/Food,Order Anywhere/Food;Sweet Potatoes;ORANGE;;1.8763;;;;;LOCAL;;;;
283;;294;;;;;;;;;;;;;;;;;;;
237;;294;;;;;;;;;;;;;;;;;;;
296;Vegan Nachos;;;combo;6.5;;Food;Menu/Food,Order Anywhere/Food;Vegan Nachos;ORANGE;;1.5223;;;;;LOCAL;;;;
282;;296;;;;;;;;;;;;;;;;;;;
271;;296;;;;;;;;;;;;;;;;;;;
237;;296;;;;;;;;;;;;;;;;;;;
317;Bombay Sapphire;;;combo;4.0;;GIN;Menu/Gin,Order Anywhere/Gin;Bombay Sapphire;BLUE;;0.9944;;;;;LOCAL;;;;
277;;317;;;;;;;;;;;;;;;;;;;
507;Vodka Tonic;;;combo;6.0;;Long Drinks;Menu/Long Drinks,Order Anywhere/Long Drinks;Vodka Tonic;BLUE;;1.3849;;;;;LOCAL;;;;
277;;507;;;;;;;;;;;;;;;;;;;
544;Glühwein with shot;;;combo;6.5;;Wein;Menu/Wein,Order Anywhere/Wein;Glühwein with shot;BLUE;;0.3592;;;;;LOCAL;;;;
545;;544;;;;;;;;;;;;;;;;;;;
588;Kids Margherita Pizza;;;combo;6.0;;Pizza;Menu/Food,Order Anywhere/Food;Kids Margherita Pizza;BLUE;;0.6953;;;;;LOCAL;;;;
236;;588;;;;;;;;;;;;;;;;;;;
238;;588;;;;;;;;;;;;;;;;;;;
683;Golden Pocket - mozzarella;;;combo;5.5;;Food;Menu/Snacks,Order Anywhere/Snacks;Golden Pocket - mozzarella;BLUE;;;;;;;LOCAL;;;;
238;;683;;;;;;;;;;;;;;;;;;;
684;Golden Pocket - Olives;;;combo;6.5;;Food;Menu/Snacks,Order Anywhere/Snacks;Golden Pocket - Olives;BLUE;;;;;;;LOCAL;;;;
238;;684;;;;;;;;;;;;;;;;;;;
685;Golden Pocket - Vegan;;;combo;6.5;;Food;Menu/Snacks,Order Anywhere/Snacks;Golden Pocket - Vegan;BLUE;;;;;;;LOCAL;;;;
238;;685;;;;;;;;;;;;;;;;;;;
715;Mampe NullNull;;;combo;4.5;;GIN;Menu/Gin;Mampe NullNull;BLUE;;;;;;;LOCAL;;;;
277;;715;;;;;;;;;;;;;;;;;;;
